BONUSZ;ARBEVETEL;TJB;AKTIV_NAPOK;KAMPANY_HOSSZA;PONT_NAP;PONT_HONAP;RFM_SCORE_NO;KAMPANYAFFINITAS;TELJESITES
2000;0;0;0;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;15700;15700;2;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;62438;20000;2;4;2;8,4743;4;0;0
10000;4300;4300;3;4;2;8,4743;8;0,19047619;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;45970;4462;4;4;2;8,4743;5;0,222222222;0
5000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;4796;13999;7;4;2;8,4743;5;0,111111111;0
5000;0;0;0;4;2;8,4743;1;0;0
5000;20000;16700;3;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;500;500;1;4;2;8,4743;4;0;0
2000;6100;-1040;2;4;2;8,4743;2;0,333333333;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;1018;950;2;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;1000;1;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
40000;1083408;340213;18;4;2;8,4743;10;0,454545455;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;1
5000;0;0;0;4;2;8,4743;4;0,2;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;1300;930;2;4;2;8,4743;1;0;0
2000;33384;46431;28;4;2;8,4743;7;0,388888889;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;1500;1680;5;4;2;8,4743;3;1;1
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;1000;880;2;4;2;8,4743;5;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;0;0;0;4;2;8,4743;2;0;0
10000;208479;65043;3;4;2;8,4743;8;0;0
5000;36278;-39;4;4;2;8,4743;2;0;0
10000;0;3400;6;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;6000;6000;1;4;2;8,4743;1;0;0
5000;30600;23000;4;4;2;8,4743;2;0;0
5000;7310;17597;12;4;2;8,4743;6;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;1000;1000;1;4;2;8,4743;3;0;0
5000;0;0;0;4;2;8,4743;4;0;0
2000;125;4000;3;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
10000;27680;11965;2;4;2;8,4743;6;0,083333333;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;1993;2;4;2;8,4743;3;0;0
2000;1000;-5747;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;11561;1001;4;4;2;8,4743;3;0;0
10000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;230977;60865;18;4;2;8,4743;7;0,133333333;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;2;0;0
10000;141410;68472;28;4;2;8,4743;6;0,2;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;17031;3;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;3500;7500;15;4;2;8,4743;4;0;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;2500;-855;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;3;0;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0,333333333;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;3000;2;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;4;0;0
5000;24580;14821;12;4;2;8,4743;7;0,1875;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;34400;10000;6;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;692053;-9886;12;4;2;8,4743;7;0,384615385;0
2000;50754;4951;9;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0,333333333;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;500;1;4;2;8,4743;2;0;0
10000;178341;38665;15;4;2;8,4743;5;0;0
2000;5100;6600;5;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;60270;13940;12;4;2;8,4743;2;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;4;0,5;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;5000;1819;2;4;2;8,4743;6;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;4946;5;4;2;8,4743;5;0,545454545;0
10000;0;40000;2;4;2;8,4743;4;0;0
10000;0;0;0;4;2;8,4743;5;0,2;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;5300;4247;7;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;2000;1;4;2;8,4743;5;0,111111111;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;37150;9829;7;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;7;0,2;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;336;1000;3;4;2;8,4743;5;0;0
2000;3710;-246;10;4;2;8,4743;5;0,142857143;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;0;9594;13;4;2;8,4743;3;1;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;2500;7;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
20000;3205520;741436;24;4;2;8,4743;10;0,85;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;65103;16832;24;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;200;200;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;4000;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;1288;2;4;2;8,4743;5;0;0
5000;27290;24492;8;4;2;8,4743;2;0;0
2000;0;1000;2;4;2;8,4743;2;0;0
10000;0;0;0;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;1
20000;1425109;1338525;31;4;2;8,4743;10;0,6875;1
5000;122772;58501;15;4;2;8,4743;6;0,75;1
2000;0;-187;2;4;2;8,4743;1;0;0
2000;10200;792;3;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
40000;3126933;916885;27;4;2;8,4743;10;0,888888889;1
2000;0;0;0;4;2;8,4743;1;0;0
10000;108064;108064;4;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;1000;1000;1;4;2;8,4743;1;0;0
10000;0;30456;5;4;2;8,4743;7;0,214285714;0
2000;10700;10700;2;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;2600;2735;14;4;2;8,4743;5;0;1
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;260;260;1;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;694567;39314;14;4;2;8,4743;4;0;0
2000;0;16500;1;4;2;8,4743;1;0;1
2000;1600;-56;7;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;3480;7910;31;4;2;8,4743;5;1;0
2000;9298;3599;5;4;2;8,4743;2;0;1
2000;3000;920;1;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;3;0;0
5000;24617;3059;8;4;2;8,4743;6;0,375;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;1400;2600;13;4;2;8,4743;4;0;0
2000;0;10000;2;4;2;8,4743;2;0;0
2000;1000;3000;3;4;2;8,4743;1;0;0
5000;291085;51000;13;4;2;8,4743;7;0;0
2000;4000;2286;4;4;2;8,4743;4;0,333333333;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;1449;1;4;2;8,4743;1;0;0
2000;1236;1000;2;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;1
5000;32657;32046;26;4;2;8,4743;4;1;1
5000;68061;60001;11;4;2;8,4743;6;0;0
2000;2000;3400;5;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;200;200;1;4;2;8,4743;4;0;0
5000;46129;23000;11;4;2;8,4743;5;0,333333333;1
5000;0;0;0;4;2;8,4743;2;0;0
2000;0;13723;7;4;2;8,4743;3;0;0
2000;500;7199;6;4;2;8,4743;3;0;0
10000;239953;84201;21;4;2;8,4743;6;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;36996;6987;21;4;2;8,4743;4;0;1
2000;2590;5000;8;4;2;8,4743;2;0;0
40000;480238;483552;31;4;2;8,4743;10;0;1
5000;40833;29540;15;4;2;8,4743;7;0,4;1
5000;60350;103363;21;4;2;8,4743;5;0,111111111;0
2000;1000;1000;2;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;2000;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;1670;1670;3;4;2;8,4743;2;0;0
2000;2000;2000;2;4;2;8,4743;3;0;0
2000;0;12900;1;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;39482;34000;15;4;2;8,4743;4;0;1
2000;8250;8250;11;4;2;8,4743;4;0;0
20000;9531598;336178;10;4;2;8,4743;7;0,666666667;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;22695;27425;8;4;2;8,4743;7;0,6;1
5000;49260;-61279;9;4;2;8,4743;5;0,142857143;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;8790;1640;13;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;9515;3;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;17540;-781;7;4;2;8,4743;1;0;0
2000;0;3114;3;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;5;0,25;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0,2;0
2000;0;0;0;4;2;8,4743;4;0;1
2000;6050;6050;3;4;2;8,4743;6;0,28;1
2000;0;5200;2;4;2;8,4743;1;0;0
2000;24950;5238;11;4;2;8,4743;4;0,5;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
10000;0;12500;4;4;2;8,4743;5;0,166666667;0
2000;502;1000;2;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;20050;27147;25;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;7000;27782;9;4;2;8,4743;4;0;0
2000;1000;-390;2;4;2;8,4743;2;0;0
5000;300;300;1;4;2;8,4743;6;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;22580;13;8;4;2;8,4743;3;0;1
2000;18230;12001;12;4;2;8,4743;2;0;1
10000;17313;42313;5;4;2;8,4743;7;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;4;0;0
5000;0;0;0;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;58246;6512;6;4;2;8,4743;4;0;0
5000;26983;18422;8;4;2;8,4743;4;0,5;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;9000;23400;9;4;2;8,4743;5;0,333333333;1
2000;0;0;0;4;2;8,4743;1;0;0
5000;1700;2170;12;4;2;8,4743;3;0;0
10000;135674;92670;9;4;2;8,4743;7;0,666666667;1
2000;0;12000;2;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;5500;5060;22;4;2;8,4743;4;1;1
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;8995;3;4;2;8,4743;2;0;0
2000;26000;3953;23;4;2;8,4743;5;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;93610;-41979;18;4;2;8,4743;6;0,083333333;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;539600;240490;9;4;2;8,4743;9;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;500;1167;2;4;2;8,4743;2;0;0
5000;188961;15751;14;4;2;8,4743;6;0,333333333;1
2000;1000;2451;4;4;2;8,4743;4;0,5;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;153429;119655;29;4;2;8,4743;8;0,076923077;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;11000;4340;4;4;2;8,4743;4;0;0
2000;1000;3718;5;4;2;8,4743;4;0;0
5000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;3;0;0
2000;100;-40;2;4;2;8,4743;2;0;0
2000;10600;3181;9;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;845;8;4;2;8,4743;3;0;0
5000;72753;15001;5;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;3;0;0
5000;29543;11058;30;4;2;8,4743;7;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;750;750;1;4;2;8,4743;3;0;0
5000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;20644;21742;7;4;2;8,4743;9;0,352941176;0
2000;1000;1000;1;4;2;8,4743;1;0;0
10000;246207;78002;15;4;2;8,4743;6;0,416666667;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;61400;10413;26;4;2;8,4743;7;0;0
2000;6260;12599;20;4;2;8,4743;5;0;0
5000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
10000;8735;9000;3;4;2;8,4743;5;0;0
5000;3000;15500;8;4;2;8,4743;5;0,2;0
5000;200;200;1;4;2;8,4743;4;0,25;1
5000;9296;8000;6;4;2;8,4743;4;0,2;0
2000;0;0;0;4;2;8,4743;2;0;0
5000;0;0;0;4;2;8,4743;5;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;18043;24901;8;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;800;800;2;4;2;8,4743;2;0;0
2000;9921;6001;17;4;2;8,4743;4;0;1
2000;0;0;0;4;2;8,4743;1;0;0
40000;231686;176614;9;4;2;8,4743;9;0,6;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;7588;7500;9;4;2;8,4743;4;0;0
5000;55766;6378;19;4;2;8,4743;6;0,384615385;1
2000;5000;50;2;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;2;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;5850;6850;5;4;2;8,4743;4;0;0
5000;12630;6073;4;4;2;8,4743;2;0;0
10000;10000;10000;1;4;2;8,4743;4;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;1700;972;2;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;300;300;1;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
20000;132684;68248;20;4;2;8,4743;8;0,5;1
2000;3000;3000;2;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;6540;3000;1;4;2;8,4743;5;0;0
2000;17851;5628;13;4;2;8,4743;3;0;0
10000;787119;82975;13;4;2;8,4743;8;0,1;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;3;0;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;8200;-250;12;4;2;8,4743;7;0,066666667;0
5000;31883;18000;18;4;2;8,4743;7;0,166666667;0
10000;0;0;0;4;2;8,4743;5;0,2;0
5000;26144;14249;29;4;2;8,4743;7;0,125;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
10000;21750;15000;3;4;2;8,4743;7;0,230769231;0
2000;0;0;0;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;1;0;0
5000;0;0;0;4;2;8,4743;3;0;0
5000;46234;21000;12;4;2;8,4743;5;0,571428571;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;12700;12700;7;4;2;8,4743;3;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;5500;10500;8;4;2;8,4743;4;1;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;21001;16;4;2;8,4743;4;0,2;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;9460;11581;7;4;2;8,4743;2;0,5;1
5000;0;0;0;4;2;8,4743;5;0;0
2000;5000;5000;2;4;2;8,4743;2;0;0
2000;0;0;0;4;2;8,4743;1;0;0
2000;4100;9100;22;4;2;8,4743;4;0,5;1
2000;0;0;0;4;2;8,4743;1;0;0
10000;0;0;0;4;2;8,4743;4;0;0
2000;7149;4000;2;4;2;8,4743;2;0;1
2000;0;0;0;4;2;8,4743;1;0;0
2000;0;0;0;4;2;8,4743;3;0;0
